,0,1,2,3,4,5,6
0,shpb,573.0,0.0007999999999999999,0.6859,Lee1998,Lee1998_Fig3-573K-800.Plast,data_1
1,shpb,1373.0,0.0025,0.6859,Lee1998,Lee1998_Fig3-1373K-2500.Plast,data_2
2,shpb,973.0,0.0025,0.6859,Lee1998,Lee1998_Fig3-973K-2500.Plast,data_3
3,shpb,973.0,0.0017,0.6859,Lee1998,Lee1998_Fig3-973K-1700.Plast,data_4
4,shpb,973.0,0.002,0.6859,Lee1998,Lee1998_Fig3-973K-2000.Plast,data_5
5,shpb,1373.0,0.002,0.6859,Lee1998,Lee1998_Fig3-1373K-2000.Plast,data_6
6,shpb,298.0,0.0014,0.6859,Lee1998,Lee1998_Fig3-298K-1400.Plast,data_7
7,shpb,298.0,0.0017,0.6859,Lee1998,Lee1998_Fig3-298K-1700.Plast,data_8
8,shpb,1173.0,0.0025,0.6859,Lee1998,Lee1998_Fig3-1173K-2500.Plast,data_9
9,shpb,1173.0,0.0017,0.6859,Lee1998,Lee1998_Fig3-1173K-1700.Plast,data_10
10,shpb,1173.0,0.002,0.6859,Lee1998,Lee1998_Fig3-1173K-2000.Plast,data_11
11,shpb,973.0,0.0033,0.6859,Lee1998,Lee1998_Fig3-973K-3300.Plast,data_12
12,shpb,298.0,0.002,0.6859,Lee1998,Lee1998_Fig3-298K-2000.Plast,data_13
13,shpb,573.0,0.0014,0.6859,Lee1998,Lee1998_Fig3-573K-1400.Plast,data_14
14,shpb,773.0,0.002,0.6859,Lee1998,Lee1998_Fig3-773K-2000.Plast,data_15
15,shpb,773.0,0.0007999999999999999,0.6859,Lee1998,Lee1998_Fig3-773K-800.Plast,data_16
16,shpb,773.0,0.0025,0.6859,Lee1998,Lee1998_Fig3-773K-2500.Plast,data_17
17,shpb,773.0,0.0017,0.6859,Lee1998,Lee1998_Fig3-773K-1700.Plast,data_18
18,shpb,573.0,0.002,0.6859,Lee1998,Lee1998_Fig3-573K-2000.Plast,data_19
19,shpb,773.0,0.0014,0.6859,Lee1998,Lee1998_Fig3-773K-1400.Plast,data_20
20,shpb,298.0,0.0007999999999999999,0.6859,Lee1998,Lee1998_Fig3-298K-800.Plast,data_21
21,shpb,573.0,0.0025,0.6859,Lee1998,Lee1998_Fig3-573K-2500.Plast,data_22
22,shpb,973.0,0.0007999999999999999,0.6859,Lee1998,Lee1998_Fig3-973K-800.Plast,data_23
23,shpb,573.0,0.0017,0.6859,Lee1998,Lee1998_Fig3-573K-1700.Plast,data_24
24,shpb,1273.0,1e-07,0.6859,Babu2013,Babu2013_Fig5-1273K-1e-1.Plast,data_25
25,shpb,1173.0,1e-06,0.6859,Babu2013,Babu2013_Fig4-1173K-1e0.Plast,data_26
26,shpb,573.0,1e-09,0.6859,Babu2013,Babu2013_Fig3-573K-1e-3.Plast,data_27
27,shpb,293.0,1e-09,0.6859,Babu2013,Babu2013_Fig3-293K-1e-3.Plast,data_28
28,shpb,373.0,1e-08,0.6859,Babu2013,Babu2013_Fig3-373K-1e-2.Plast,data_29
29,shpb,1373.0,1e-07,0.6859,Babu2013,Babu2013_Fig5-1373K-1e-1.Plast,data_30
30,shpb,773.0,1e-08,0.6859,Babu2013,Babu2013_Fig4-773K-1e-2.Plast,data_31
31,shpb,1223.0,1e-06,0.6859,Babu2013,Babu2013_Fig5-1223K-1e0.Plast,data_32
32,shpb,673.0,1e-06,0.6859,Babu2013,Babu2013_Fig3-673K-1e0.Plast,data_33
33,shpb,473.0,1e-09,0.6859,Babu2013,Babu2013_Fig3-473K-1e-3.Plast,data_34
34,shpb,673.0,1e-08,0.6859,Babu2013,Babu2013_Fig3-673K-1e-2.Plast,data_35
35,shpb,1073.0,1e-06,0.6859,Babu2013,Babu2013_Fig4-1073K-1e0.Plast,data_36
36,shpb,1323.0,1e-07,0.6859,Babu2013,Babu2013_Fig5-1323K-1e-1.Plast,data_37
37,shpb,573.0,1e-08,0.6859,Babu2013,Babu2013_Fig3-573K-1e-2.Plast,data_38
38,shpb,373.0,1e-06,0.6859,Babu2013,Babu2013_Fig3-373K-1e0.Plast,data_39
39,shpb,373.0,1e-09,0.6859,Babu2013,Babu2013_Fig3-373K-1e-3.Plast,data_40
40,shpb,773.0,1e-09,0.6859,Babu2013,Babu2013_Fig4-773K-1e-3.Plast,data_41
41,shpb,293.0,1e-08,0.6859,Babu2013,Babu2013_Fig3-293K-1e-2.Plast,data_42
42,shpb,1323.0,1e-06,0.6859,Babu2013,Babu2013_Fig5-1323K-1e0.Plast,data_43
43,shpb,293.0,1e-06,0.6859,Babu2013,Babu2013_Fig3-293K-1e0.Plast,data_44
44,shpb,673.0,1e-09,0.6859,Babu2013,Babu2013_Fig3-673K-1e-3.Plast,data_45
45,shpb,1223.0,1e-07,0.6859,Babu2013,Babu2013_Fig5-1223K-1e-1.Plast,data_46
46,shpb,473.0,1e-08,0.6859,Babu2013,Babu2013_Fig3-473K-1e-2.Plast,data_47
47,shpb,973.0,1e-08,0.6859,Babu2013,Babu2013_Fig4-973K-1e-2.Plast,data_48
48,shpb,1273.0,1e-09,0.6859,Babu2013,Babu2013_Fig5-1273K-1e-3.Plast,data_49
49,shpb,1073.0,1e-09,0.6859,Babu2013,Babu2013_Fig4-1073K-1e-3.Plast,data_50
50,shpb,973.0,1e-06,0.6859,Babu2013,Babu2013_Fig4-973K-1e0.Plast,data_51
51,shpb,1323.0,1e-08,0.6859,Babu2013,Babu2013_Fig5-1323K-1e-2.Plast,data_52
52,shpb,1373.0,1e-06,0.6859,Babu2013,Babu2013_Fig5-1373K-1e0.Plast,data_53
53,shpb,873.0,1e-08,0.6859,Babu2013,Babu2013_Fig4-873K-1e-2.Plast,data_54
54,shpb,1373.0,1e-09,0.6859,Babu2013,Babu2013_Fig5-1373K-1e-3.Plast,data_55
55,shpb,473.0,1e-06,0.6859,Babu2013,Babu2013_Fig3-473K-1e0.Plast,data_56
56,shpb,1173.0,1e-09,0.6859,Babu2013,Babu2013_Fig4-1173K-1e-3.Plast,data_57
57,shpb,1223.0,1e-08,0.6859,Babu2013,Babu2013_Fig5-1223K-1e-2.Plast,data_58
58,shpb,973.0,1e-09,0.6859,Babu2013,Babu2013_Fig4-973K-1e-3.Plast,data_59
59,shpb,1273.0,1e-08,0.6859,Babu2013,Babu2013_Fig5-1273K-1e-2.Plast,data_60
60,shpb,1273.0,1e-06,0.6859,Babu2013,Babu2013_Fig5-1273K-1e0.Plast,data_61
61,shpb,873.0,1e-06,0.6859,Babu2013,Babu2013_Fig4-873K-1e0.Plast,data_62
62,shpb,1323.0,1e-09,0.6859,Babu2013,Babu2013_Fig5-1323K-1e-3.Plast,data_63
63,shpb,1073.0,1e-08,0.6859,Babu2013,Babu2013_Fig4-1073K-1e-2.Plast,data_64
64,shpb,873.0,1e-09,0.6859,Babu2013,Babu2013_Fig4-873K-1e-3.Plast,data_65
65,shpb,1373.0,1e-08,0.6859,Babu2013,Babu2013_Fig5-1373K-1e-2.Plast,data_66
66,shpb,1223.0,1e-09,0.6859,Babu2013,Babu2013_Fig5-1223K-1e-3.Plast,data_67
67,shpb,773.0,1e-06,0.6859,Babu2013,Babu2013_Fig4-773K-1e0.Plast,data_68
68,shpb,573.0,1e-06,0.6859,Babu2013,Babu2013_Fig3-573K-1e0.Plast,data_69
69,shpb,1173.0,1e-08,0.6859,Babu2013,Babu2013_Fig4-1173K-1e-2.Plast,data_70
70,shpb,296.0,1e-06,0.6859,Khan2007,Khan2007_Fig3-296K-1e0.Plast,data_71
71,shpb,296.0,1e-10,0.6859,Khan2007,Khan2007_Fig3-296K-1e-4.Plast,data_72
72,shpb,296.0,1.0000000000000001e-11,0.6859,Khan2007,Khan2007_Fig8-296K-1e-5.Plast,data_73
73,shpb,296.0,1e-10,0.6859,Khan2007,Khan2007_Fig4-296K-1e-4.Plast,data_74
74,shpb,296.0,1e-10,0.6859,Khan2007,Khan2007_Fig5-296K-1e-4.Plast,data_75
75,shpb,296.0,1e-10,0.6859,Khan2007,Khan2007_Fig6-296K-1e-4.Plast,data_76
76,shpb,296.0,1e-09,0.6859,Khan2007,Khan2007_Fig9-296K-1e-3.Plast,data_77
77,shpb,296.0,1e-09,0.6859,Khan2007,Khan2007_Fig8-296K-1e-3.Plast,data_78
78,shpb,296.0,1e-08,0.6859,Khan2007,Khan2007_Fig3-296K-1e-2.Plast,data_79
79,shpb,296.0,1e-09,0.6859,Khan2007,Khan2007_Fig5-296K-1e-3.Plast,data_80
80,shpb,296.0,0.0029259999999999998,0.6859,Khan2007,Khan2007_Fig5-296K-2926.Plast,data_81
81,shpb,588.0,1e-10,0.6859,Khan2007,Khan2007_Fig4-588K-1e-4.Plast,data_82
82,shpb,588.0,1e-10,0.6859,Khan2007,Khan2007_Fig6-588K-1e-4.Plast,data_83
83,shpb,588.0,1e-09,0.6859,Khan2007,Khan2007_Fig9-588K-1e-3.Plast,data_84
84,shpb,755.0,1e-10,0.6859,Khan2007,Khan2007_Fig4-755K-1e-4.Plast,data_85
85,shpb,755.0,1e-10,0.6859,Khan2007,Khan2007_Fig6-755K-1e-4.Plast,data_86
86,shpb,296.0,1e-06,0.6859,Khan2007,Khan2007_Fig8-296K-1e0.Plast,data_87
87,shpb,296.0,1e-06,0.6859,Khan2007,Khan2007_Fig5-296K-1e0.Plast,data_88
88,shpb,755.0,1e-09,0.6859,Khan2007,Khan2007_Fig9-755K-1e-3.Plast,data_89
89,shpb,296.0,0.003378,0.6859,Khan2007,Khan2007_Fig8-296K-3378.Plast,data_90
90,shpb,233.0,1e-09,0.6859,Khan2007,Khan2007_Fig9-233K-1e-3.Plast,data_91
91,shpb,296.0,1e-12,0.6859,Khan2007,Khan2007_Fig3-296K-1e-6.Plast,data_92
92,shpb,296.0,0.0031,0.6859,Khan2007,Khan2007_Fig3-296K-3100.Plast,data_93
93,shpb,233.0,1e-10,0.6859,Khan2007,Khan2007_Fig6-233K-1e-4.Plast,data_94
94,shpb,296.0,1e-12,0.6859,Khan2007,Khan2007_Fig5-296K-1e-6.Plast,data_95
95,shpb,422.0,1e-09,0.6859,Khan2007,Khan2007_Fig9-422K-1e-3.Plast,data_96
96,shpb,422.0,1e-10,0.6859,Khan2007,Khan2007_Fig6-422K-1e-4.Plast,data_97
97,shpb,422.0,1e-10,0.6859,Khan2007,Khan2007_Fig4-422K-1e-4.Plast,data_98
98,shpb,273.0,0.006999999999999999,0.6859,Zhou2017,Zhou2017_Fig6-273K-7e3.Plast,data_99
99,shpb,273.0,0.001,0.6859,Zhou2017,Zhou2017_Fig6-273K-1e3.Plast,data_100
100,shpb,273.0,0.0005,0.6859,Zhou2017,Zhou2017_Fig6-273K-5e2.Plast,data_101
101,shpb,273.0,0.009,0.6859,Zhou2017,Zhou2017_Fig6-273K-9e3.Plast,data_102
102,shpb,273.0,0.005,0.6859,Zhou2017,Zhou2017_Fig6-273K-5e3.Plast,data_103
103,shpb,189.0,1.5e-09,0.6859,Follansbee1989,Follansbee1989_Fig12-189K-15e-4.Plast,data_104
104,shpb,295.0,0.003,0.6859,Follansbee1989,Follansbee1989_Fig13-295K-3000.Plast,data_105
105,shpb,295.0,0.0025,0.6859,Follansbee1989,Follansbee1989_Fig14-295K-2500.Plast,data_106
106,shpb,573.0,0.01,0.6859,Chen2015,Chen2015_Fig5f-573K-10000.Plast,data_107
107,shpb,773.0,0.0075,0.6859,Chen2015,Chen2015_Fig5e-773K-7500.Plast,data_108
108,shpb,1173.0,0.004,0.6859,Chen2015,Chen2015_Fig5d-1173K-4000.Plast,data_109
109,shpb,373.0,0.0075,0.6859,Chen2015,Chen2015_Fig5e-373K-7500.Plast,data_110
110,shpb,293.0,0.01,0.6859,Chen2015,Chen2015_Fig5f-293K-10000.Plast,data_111
111,shpb,973.0,0.004,0.6859,Chen2015,Chen2015_Fig5d-973K-4000.Plast,data_112
112,shpb,573.0,0.0075,0.6859,Chen2015,Chen2015_Fig5e-573K-7500.Plast,data_113
113,shpb,973.0,1e-08,0.6859,Chen2015,Chen2015_Fig5b-973K-1e-2.Plast,data_114
114,shpb,293.0,0.0075,0.6859,Chen2015,Chen2015_Fig5e-293K-7500.Plast,data_115
115,shpb,973.0,0.0025,0.6859,Chen2015,Chen2015_Fig5c-973K-2500.Plast,data_116
116,shpb,373.0,0.01,0.6859,Chen2015,Chen2015_Fig5f-373K-10000.Plast,data_117
117,shpb,293.0,1e-10,0.6859,Chen2015,Chen2015_Fig5a-293K-1e-4.Plast,data_118
118,shpb,573.0,1e-08,0.6859,Chen2015,Chen2015_Fig5b-573K-1e-2.Plast,data_119
119,shpb,573.0,0.0025,0.6859,Chen2015,Chen2015_Fig5c-573K-2500.Plast,data_120
120,shpb,293.0,0.004,0.6859,Chen2015,Chen2015_Fig5d-293K-4000.Plast,data_121
121,shpb,573.0,0.004,0.6859,Chen2015,Chen2015_Fig5d-573K-4000.Plast,data_122
122,shpb,1173.0,0.0025,0.6859,Chen2015,Chen2015_Fig5c-1173K-2500.Plast,data_123
123,shpb,1173.0,0.0075,0.6859,Chen2015,Chen2015_Fig5e-1173K-7500.Plast,data_124
124,shpb,973.0,0.0075,0.6859,Chen2015,Chen2015_Fig5e-973K-7500.Plast,data_125
125,shpb,293.0,1e-08,0.6859,Chen2015,Chen2015_Fig5b-293K-1e-2.Plast,data_126
126,shpb,1173.0,0.01,0.6859,Chen2015,Chen2015_Fig5f-1173K-10000.Plast,data_127
127,shpb,293.0,0.0025,0.6859,Chen2015,Chen2015_Fig5c-293K-2500.Plast,data_128
128,shpb,773.0,1e-08,0.6859,Chen2015,Chen2015_Fig5b-773K-1e-2.Plast,data_129
129,shpb,773.0,0.0025,0.6859,Chen2015,Chen2015_Fig5c-773K-2500.Plast,data_130
130,shpb,373.0,0.004,0.6859,Chen2015,Chen2015_Fig5d-373K-4000.Plast,data_131
131,shpb,773.0,0.01,0.6859,Chen2015,Chen2015_Fig5f-773K-10000.Plast,data_132
132,shpb,773.0,0.004,0.6859,Chen2015,Chen2015_Fig5d-773K-4000.Plast,data_133
133,shpb,973.0,0.01,0.6859,Chen2015,Chen2015_Fig5f-973K-10000.Plast,data_134
134,shpb,373.0,1e-08,0.6859,Chen2015,Chen2015_Fig5b-373K-1e-2.Plast,data_135
135,shpb,373.0,0.0025,0.6859,Chen2015,Chen2015_Fig5c-373K-2500.Plast,data_136
136,shpb,298.0,0.0014,0.6859,Seo2005,Seo2005_Fig15-298K-1400.Plast,data_137
137,shpb,893.0,0.0014,0.6859,Seo2005,Seo2005_Fig15-893K-1400.Plast,data_138
138,shpb,1093.0,0.0014,0.6859,Seo2005,Seo2005_Fig15-1093K-1400.Plast,data_139
139,shpb,298.0,0.0014,0.6859,Seo2005,Seo2005_Fig17-298K-1400.Plast,data_140
140,shpb,298.0,0.0007,0.6859,Seo2005,Seo2005_Fig17-298K-700.Plast,data_141
141,shpb,1293.0,0.0014,0.6859,Seo2005,Seo2005_Fig15-1293K-1400.Plast,data_142
142,shpb,693.0,0.0014,0.6859,Seo2005,Seo2005_Fig15-693K-1400.Plast,data_143
143,shpb,493.0,0.0014,0.6859,Seo2005,Seo2005_Fig15-493K-1400.Plast,data_144
144,shpb,422.0,1e-09,0.6859,Khan2004,Khan2004_Fig2-422K-1e-3.Plast,data_145
145,shpb,233.0,1e-09,0.6859,Khan2004,Khan2004_Fig2-233K-1e-3.Plast,data_146
146,shpb,296.0,0.003378,0.6859,Khan2004,Khan2004_Fig1-296K-3378.Plast,data_147
147,shpb,755.0,1e-09,0.6859,Khan2004,Khan2004_Fig2-755K-1e-3.Plast,data_148
148,shpb,588.0,1e-09,0.6859,Khan2004,Khan2004_Fig2-588K-1e-3.Plast,data_149
149,shpb,296.0,1e-06,0.6859,Khan2004,Khan2004_Fig1-296K-1e0.Plast,data_150
150,shpb,296.0,1e-09,0.6859,Khan2004,Khan2004_Fig2-296K-1e-3.Plast,data_151
151,shpb,296.0,1e-09,0.6859,Khan2004,Khan2004_Fig1-296K-1e-3.Plast,data_152
152,shpb,296.0,1.0000000000000001e-11,0.6859,Khan2004,Khan2004_Fig1-296K-1e-5.Plast,data_153
153,shpb,800.0,1e-08,0.6859,Nemat-Nasser2001,NN2001_Fig1c-800K-1e-2.Plast,data_154
154,shpb,296.0,1e-09,0.6859,Nemat-Nasser2001,NN2001_Fig1b-296K-1e-3.Plast,data_155
155,shpb,598.0,1e-09,0.6859,Nemat-Nasser2001,NN2001_Fig1b-598K-1e-3.Plast,data_156
156,shpb,800.0,1e-08,0.6859,Nemat-Nasser2001,NN2001_Fig1d-800K-1e-2.Plast,data_157
157,shpb,296.0,1e-08,0.6859,Nemat-Nasser2001,NN2001_Fig1c-296K-1e-2.Plast,data_158
158,shpb,77.0,0.0019,0.6859,Nemat-Nasser2001,NN2001_Fig1a-77K-1900.Plast,data_159
159,shpb,296.0,0.002,0.6859,Nemat-Nasser2001,NN2001_Fig1d-296K-2000(1).Plast,data_160
160,shpb,296.0,1e-08,0.6859,Nemat-Nasser2001,NN2001_Fig1d-296K-1e-2.Plast,data_161
161,shpb,998.0,0.0036999999999999997,0.6859,Nemat-Nasser2001,NN2001_Fig1a-998K-3700.Plast,data_162
162,shpb,296.0,0.002,0.6859,Nemat-Nasser2001,NN2001_Fig1b-296K-2000.Plast,data_163
163,shpb,700.0,1e-08,0.6859,Nemat-Nasser2001,NN2001_Fig1c-700K-1e-2.Plast,data_164
164,shpb,1000.0,1e-08,0.6859,Nemat-Nasser2001,NN2001_Fig1c-1000K-1e-2.Plast,data_165
165,shpb,600.0,1e-08,0.6859,Nemat-Nasser2001,NN2001_Fig1d-600K-1e-2.Plast,data_166
166,shpb,798.0,0.0031,0.6859,Nemat-Nasser2001,NN2001_Fig1a-798K-3100.Plast,data_167
167,shpb,600.0,1e-08,0.6859,Nemat-Nasser2001,NN2001_Fig1c-600K-1e-2.Plast,data_168
168,shpb,296.0,0.002,0.6859,Nemat-Nasser2001,NN2001_Fig1d-296K-2000(2).Plast,data_169
169,shpb,296.0,0.006,0.6859,Nemat-Nasser2001,NN2001_Fig1b-296K-6000.Plast,data_170
170,shpb,598.0,0.0026999999999999997,0.6859,Nemat-Nasser2001,NN2001_Fig1a-598K-2700.Plast,data_171
171,shpb,296.0,0.0019,0.6859,Nemat-Nasser2001,NN2001_Fig1a-296K-1900.Plast,data_172
172,shpb,500.0,1e-08,0.6859,Nemat-Nasser2001,NN2001_Fig1c-500K-1e-2.Plast,data_173
173,shpb,296.0,0.0050999999999999995,0.6859,Nemat-Nasser2001,NN2001_Fig1d-296K-5100.Plast,data_174
174,shpb,295.0,1e-08,0.6859,Casem2018,Casem2018_Fig2a-295K-1e-2.Plast,data_175
175,shpb,295.0,0.027,0.6859,Casem2018,Casem2018_Fig2a-295K-27000.Plast,data_176
176,shpb,295.0,0.01,0.6859,Casem2018,Casem2018_Fig2b-295K-10000_3.Plast,data_177
177,shpb,295.0,0.003,0.6859,Casem2018,Casem2018_Fig7-295K-3000_1.Plast,data_178
178,shpb,295.0,0.0096,0.6859,Casem2018,Casem2018_Fig2a-295K-9600.Plast,data_179
179,shpb,295.0,0.01,0.6859,Casem2018,Casem2018_Fig2b-295K-10000_5.Plast,data_180
180,shpb,295.0,0.022,0.6859,Casem2018,Casem2018_Fig2b-295K-22000_1.Plast,data_181
181,shpb,295.0,1e-09,0.6859,Casem2018,Casem2018_Fig2a-295K-1e-3.Plast,data_182
182,shpb,295.0,0.01,0.6859,Casem2018,Casem2018_Fig2b-295K-10000_2.Plast,data_183
183,shpb,295.0,0.01,0.6859,Casem2018,Casem2018_Fig2b-295K-10000_4.Plast,data_184
184,shpb,295.0,0.022,0.6859,Casem2018,Casem2018_Fig2b-295K-22000_2.Plast,data_185
185,shpb,295.0,0.003,0.6859,Casem2018,Casem2018_Fig7-295K-3000_3.Plast,data_186
186,shpb,295.0,0.06799999999999999,0.6859,Casem2018,Casem2018_Fig2a-295K-68000.Plast,data_187
187,shpb,295.0,0.01,0.6859,Casem2018,Casem2018_Fig2b-295K-10000_1.Plast,data_188
188,shpb,295.0,0.022,0.6859,Casem2018,Casem2018_Fig2b-295K-22000_4.Plast,data_189
189,shpb,295.0,0.0009599999999999999,0.6859,Casem2018,Casem2018_Fig2a-295K-960.Plast,data_190
190,shpb,295.0,1e-07,0.6859,Casem2018,Casem2018_Fig2a-295K-1e-1.Plast,data_191
191,shpb,295.0,0.022,0.6859,Casem2018,Casem2018_Fig2b-295K-22000_3.Plast,data_192
192,shpb,295.0,0.003,0.6859,Casem2018,Casem2018_Fig7-295K-3000_2.Plast,data_193
193,shpb,295.0,0.01,0.6859,Casem2018,Casem2018_Fig2b-295K-10000_6.Plast,data_194
194,shpb,295.0,0.0021999999999999997,0.6859,Casem2018,Casem2018_Fig2a-295K-2200.Plast,data_195
195,shpb,295.0,0.003,0.6859,Casem2018,Casem2018_Fig7-295K-3000_4.Plast,data_196
