index,temp,edot,file,paper
0,573.0,800.0,Lee1998_Fig3-573K-800.Plast.csv,Lee1998
1,1373.0,2500.0,Lee1998_Fig3-1373K-2500.Plast.csv,Lee1998
2,973.0,2500.0,Lee1998_Fig3-973K-2500.Plast.csv,Lee1998
3,973.0,1700.0,Lee1998_Fig3-973K-1700.Plast.csv,Lee1998
4,973.0,2000.0,Lee1998_Fig3-973K-2000.Plast.csv,Lee1998
5,1373.0,2000.0,Lee1998_Fig3-1373K-2000.Plast.csv,Lee1998
6,298.0,1400.0,Lee1998_Fig3-298K-1400.Plast.csv,Lee1998
7,298.0,1700.0,Lee1998_Fig3-298K-1700.Plast.csv,Lee1998
8,1173.0,2500.0,Lee1998_Fig3-1173K-2500.Plast.csv,Lee1998
9,1173.0,1700.0,Lee1998_Fig3-1173K-1700.Plast.csv,Lee1998
10,1173.0,2000.0,Lee1998_Fig3-1173K-2000.Plast.csv,Lee1998
11,973.0,3300.0,Lee1998_Fig3-973K-3300.Plast.csv,Lee1998
12,298.0,2000.0,Lee1998_Fig3-298K-2000.Plast.csv,Lee1998
13,573.0,1400.0,Lee1998_Fig3-573K-1400.Plast.csv,Lee1998
14,773.0,2000.0,Lee1998_Fig3-773K-2000.Plast.csv,Lee1998
15,773.0,800.0,Lee1998_Fig3-773K-800.Plast.csv,Lee1998
16,773.0,2500.0,Lee1998_Fig3-773K-2500.Plast.csv,Lee1998
17,773.0,1700.0,Lee1998_Fig3-773K-1700.Plast.csv,Lee1998
18,573.0,2000.0,Lee1998_Fig3-573K-2000.Plast.csv,Lee1998
19,773.0,1400.0,Lee1998_Fig3-773K-1400.Plast.csv,Lee1998
20,298.0,800.0,Lee1998_Fig3-298K-800.Plast.csv,Lee1998
21,573.0,2500.0,Lee1998_Fig3-573K-2500.Plast.csv,Lee1998
22,973.0,800.0,Lee1998_Fig3-973K-800.Plast.csv,Lee1998
23,573.0,1700.0,Lee1998_Fig3-573K-1700.Plast.csv,Lee1998
24,1273.0,0.1,Babu2013_Fig5-1273K-1e-1.Plast.csv,Babu2013
25,1173.0,1.0,Babu2013_Fig4-1173K-1e0.Plast.csv,Babu2013
26,573.0,0.001,Babu2013_Fig3-573K-1e-3.Plast.csv,Babu2013
27,293.0,0.001,Babu2013_Fig3-293K-1e-3.Plast.csv,Babu2013
28,373.0,0.01,Babu2013_Fig3-373K-1e-2.Plast.csv,Babu2013
29,1373.0,0.1,Babu2013_Fig5-1373K-1e-1.Plast.csv,Babu2013
30,773.0,0.01,Babu2013_Fig4-773K-1e-2.Plast.csv,Babu2013
31,1223.0,1.0,Babu2013_Fig5-1223K-1e0.Plast.csv,Babu2013
32,673.0,1.0,Babu2013_Fig3-673K-1e0.Plast.csv,Babu2013
33,473.0,0.001,Babu2013_Fig3-473K-1e-3.Plast.csv,Babu2013
34,673.0,0.01,Babu2013_Fig3-673K-1e-2.Plast.csv,Babu2013
35,1073.0,1.0,Babu2013_Fig4-1073K-1e0.Plast.csv,Babu2013
36,1323.0,0.1,Babu2013_Fig5-1323K-1e-1.Plast.csv,Babu2013
37,573.0,0.01,Babu2013_Fig3-573K-1e-2.Plast.csv,Babu2013
38,373.0,1.0,Babu2013_Fig3-373K-1e0.Plast.csv,Babu2013
39,373.0,0.001,Babu2013_Fig3-373K-1e-3.Plast.csv,Babu2013
40,773.0,0.001,Babu2013_Fig4-773K-1e-3.Plast.csv,Babu2013
41,293.0,0.01,Babu2013_Fig3-293K-1e-2.Plast.csv,Babu2013
42,1323.0,1.0,Babu2013_Fig5-1323K-1e0.Plast.csv,Babu2013
43,293.0,1.0,Babu2013_Fig3-293K-1e0.Plast.csv,Babu2013
44,673.0,0.001,Babu2013_Fig3-673K-1e-3.Plast.csv,Babu2013
45,1223.0,0.1,Babu2013_Fig5-1223K-1e-1.Plast.csv,Babu2013
46,473.0,0.01,Babu2013_Fig3-473K-1e-2.Plast.csv,Babu2013
47,973.0,0.01,Babu2013_Fig4-973K-1e-2.Plast.csv,Babu2013
48,1273.0,0.001,Babu2013_Fig5-1273K-1e-3.Plast.csv,Babu2013
49,1073.0,0.001,Babu2013_Fig4-1073K-1e-3.Plast.csv,Babu2013
50,973.0,1.0,Babu2013_Fig4-973K-1e0.Plast.csv,Babu2013
51,1323.0,0.01,Babu2013_Fig5-1323K-1e-2.Plast.csv,Babu2013
52,1373.0,1.0,Babu2013_Fig5-1373K-1e0.Plast.csv,Babu2013
53,873.0,0.01,Babu2013_Fig4-873K-1e-2.Plast.csv,Babu2013
54,1373.0,0.001,Babu2013_Fig5-1373K-1e-3.Plast.csv,Babu2013
55,473.0,1.0,Babu2013_Fig3-473K-1e0.Plast.csv,Babu2013
56,1173.0,0.001,Babu2013_Fig4-1173K-1e-3.Plast.csv,Babu2013
57,1223.0,0.01,Babu2013_Fig5-1223K-1e-2.Plast.csv,Babu2013
58,973.0,0.001,Babu2013_Fig4-973K-1e-3.Plast.csv,Babu2013
59,1273.0,0.01,Babu2013_Fig5-1273K-1e-2.Plast.csv,Babu2013
60,1273.0,1.0,Babu2013_Fig5-1273K-1e0.Plast.csv,Babu2013
61,873.0,1.0,Babu2013_Fig4-873K-1e0.Plast.csv,Babu2013
62,1323.0,0.001,Babu2013_Fig5-1323K-1e-3.Plast.csv,Babu2013
63,1073.0,0.01,Babu2013_Fig4-1073K-1e-2.Plast.csv,Babu2013
64,873.0,0.001,Babu2013_Fig4-873K-1e-3.Plast.csv,Babu2013
65,1373.0,0.01,Babu2013_Fig5-1373K-1e-2.Plast.csv,Babu2013
66,1223.0,0.001,Babu2013_Fig5-1223K-1e-3.Plast.csv,Babu2013
67,773.0,1.0,Babu2013_Fig4-773K-1e0.Plast.csv,Babu2013
68,573.0,1.0,Babu2013_Fig3-573K-1e0.Plast.csv,Babu2013
69,1173.0,0.01,Babu2013_Fig4-1173K-1e-2.Plast.csv,Babu2013
70,296.0,1.0,Khan2007_Fig3-296K-1e0.Plast.csv,Khan2007
71,296.0,0.0001,Khan2007_Fig3-296K-1e-4.Plast.csv,Khan2007
72,296.0,1e-05,Khan2007_Fig8-296K-1e-5.Plast.csv,Khan2007
73,296.0,0.0001,Khan2007_Fig4-296K-1e-4.Plast.csv,Khan2007
74,296.0,0.0001,Khan2007_Fig5-296K-1e-4.Plast.csv,Khan2007
75,296.0,0.0001,Khan2007_Fig6-296K-1e-4.Plast.csv,Khan2007
76,296.0,0.001,Khan2007_Fig9-296K-1e-3.Plast.csv,Khan2007
77,296.0,0.001,Khan2007_Fig8-296K-1e-3.Plast.csv,Khan2007
78,296.0,0.01,Khan2007_Fig3-296K-1e-2.Plast.csv,Khan2007
79,296.0,0.001,Khan2007_Fig5-296K-1e-3.Plast.csv,Khan2007
80,296.0,2926.0,Khan2007_Fig5-296K-2926.Plast.csv,Khan2007
81,588.0,0.0001,Khan2007_Fig4-588K-1e-4.Plast.csv,Khan2007
82,588.0,0.0001,Khan2007_Fig6-588K-1e-4.Plast.csv,Khan2007
83,588.0,0.001,Khan2007_Fig9-588K-1e-3.Plast.csv,Khan2007
84,755.0,0.0001,Khan2007_Fig4-755K-1e-4.Plast.csv,Khan2007
85,755.0,0.0001,Khan2007_Fig6-755K-1e-4.Plast.csv,Khan2007
86,296.0,1.0,Khan2007_Fig8-296K-1e0.Plast.csv,Khan2007
87,296.0,1.0,Khan2007_Fig5-296K-1e0.Plast.csv,Khan2007
88,755.0,0.001,Khan2007_Fig9-755K-1e-3.Plast.csv,Khan2007
89,296.0,3378.0,Khan2007_Fig8-296K-3378.Plast.csv,Khan2007
90,233.0,0.001,Khan2007_Fig9-233K-1e-3.Plast.csv,Khan2007
91,296.0,1e-06,Khan2007_Fig3-296K-1e-6.Plast.csv,Khan2007
92,296.0,3100.0,Khan2007_Fig3-296K-3100.Plast.csv,Khan2007
93,233.0,0.0001,Khan2007_Fig6-233K-1e-4.Plast.csv,Khan2007
94,296.0,1e-06,Khan2007_Fig5-296K-1e-6.Plast.csv,Khan2007
95,422.0,0.001,Khan2007_Fig9-422K-1e-3.Plast.csv,Khan2007
96,422.0,0.0001,Khan2007_Fig6-422K-1e-4.Plast.csv,Khan2007
97,422.0,0.0001,Khan2007_Fig4-422K-1e-4.Plast.csv,Khan2007
98,273.0,7000.0,Zhou2017_Fig6-273K-7e3.Plast.csv,Zhou2017
99,273.0,1000.0,Zhou2017_Fig6-273K-1e3.Plast.csv,Zhou2017
100,273.0,500.0,Zhou2017_Fig6-273K-5e2.Plast.csv,Zhou2017
101,273.0,9000.0,Zhou2017_Fig6-273K-9e3.Plast.csv,Zhou2017
102,273.0,5000.0,Zhou2017_Fig6-273K-5e3.Plast.csv,Zhou2017
103,189.0,0.0015,Follansbee1989_Fig12-189K-15e-4.Plast.csv,Follansbee1989
104,295.0,3000.0,Follansbee1989_Fig13-295K-3000.Plast.csv,Follansbee1989
105,295.0,2500.0,Follansbee1989_Fig14-295K-2500.Plast.csv,Follansbee1989
106,573.0,10000.0,Chen2015_Fig5f-573K-10000.Plast.csv,Chen2015
107,773.0,7500.0,Chen2015_Fig5e-773K-7500.Plast.csv,Chen2015
108,1173.0,4000.0,Chen2015_Fig5d-1173K-4000.Plast.csv,Chen2015
109,373.0,7500.0,Chen2015_Fig5e-373K-7500.Plast.csv,Chen2015
110,293.0,10000.0,Chen2015_Fig5f-293K-10000.Plast.csv,Chen2015
111,973.0,4000.0,Chen2015_Fig5d-973K-4000.Plast.csv,Chen2015
112,573.0,7500.0,Chen2015_Fig5e-573K-7500.Plast.csv,Chen2015
113,973.0,0.01,Chen2015_Fig5b-973K-1e-2.Plast.csv,Chen2015
114,293.0,7500.0,Chen2015_Fig5e-293K-7500.Plast.csv,Chen2015
115,973.0,2500.0,Chen2015_Fig5c-973K-2500.Plast.csv,Chen2015
116,373.0,10000.0,Chen2015_Fig5f-373K-10000.Plast.csv,Chen2015
117,293.0,0.0001,Chen2015_Fig5a-293K-1e-4.Plast.csv,Chen2015
118,573.0,0.01,Chen2015_Fig5b-573K-1e-2.Plast.csv,Chen2015
119,573.0,2500.0,Chen2015_Fig5c-573K-2500.Plast.csv,Chen2015
120,293.0,4000.0,Chen2015_Fig5d-293K-4000.Plast.csv,Chen2015
121,573.0,4000.0,Chen2015_Fig5d-573K-4000.Plast.csv,Chen2015
122,1173.0,2500.0,Chen2015_Fig5c-1173K-2500.Plast.csv,Chen2015
123,1173.0,7500.0,Chen2015_Fig5e-1173K-7500.Plast.csv,Chen2015
124,973.0,7500.0,Chen2015_Fig5e-973K-7500.Plast.csv,Chen2015
125,293.0,0.01,Chen2015_Fig5b-293K-1e-2.Plast.csv,Chen2015
126,1173.0,10000.0,Chen2015_Fig5f-1173K-10000.Plast.csv,Chen2015
127,293.0,2500.0,Chen2015_Fig5c-293K-2500.Plast.csv,Chen2015
128,773.0,0.01,Chen2015_Fig5b-773K-1e-2.Plast.csv,Chen2015
129,773.0,2500.0,Chen2015_Fig5c-773K-2500.Plast.csv,Chen2015
130,373.0,4000.0,Chen2015_Fig5d-373K-4000.Plast.csv,Chen2015
131,773.0,10000.0,Chen2015_Fig5f-773K-10000.Plast.csv,Chen2015
132,773.0,4000.0,Chen2015_Fig5d-773K-4000.Plast.csv,Chen2015
133,973.0,10000.0,Chen2015_Fig5f-973K-10000.Plast.csv,Chen2015
134,373.0,0.01,Chen2015_Fig5b-373K-1e-2.Plast.csv,Chen2015
135,373.0,2500.0,Chen2015_Fig5c-373K-2500.Plast.csv,Chen2015
136,298.0,1400.0,Seo2005_Fig15-298K-1400.Plast.csv,Seo2005
137,893.0,1400.0,Seo2005_Fig15-893K-1400.Plast.csv,Seo2005
138,1093.0,1400.0,Seo2005_Fig15-1093K-1400.Plast.csv,Seo2005
139,298.0,1400.0,Seo2005_Fig17-298K-1400.Plast.csv,Seo2005
140,298.0,700.0,Seo2005_Fig17-298K-700.Plast.csv,Seo2005
141,1293.0,1400.0,Seo2005_Fig15-1293K-1400.Plast.csv,Seo2005
142,693.0,1400.0,Seo2005_Fig15-693K-1400.Plast.csv,Seo2005
143,493.0,1400.0,Seo2005_Fig15-493K-1400.Plast.csv,Seo2005
144,422.0,0.001,Khan2004_Fig2-422K-1e-3.Plast.csv,Khan2004
145,233.0,0.001,Khan2004_Fig2-233K-1e-3.Plast.csv,Khan2004
146,296.0,3378.0,Khan2004_Fig1-296K-3378.Plast.csv,Khan2004
147,755.0,0.001,Khan2004_Fig2-755K-1e-3.Plast.csv,Khan2004
148,588.0,0.001,Khan2004_Fig2-588K-1e-3.Plast.csv,Khan2004
149,296.0,1.0,Khan2004_Fig1-296K-1e0.Plast.csv,Khan2004
150,296.0,0.001,Khan2004_Fig2-296K-1e-3.Plast.csv,Khan2004
151,296.0,0.001,Khan2004_Fig1-296K-1e-3.Plast.csv,Khan2004
152,296.0,1e-05,Khan2004_Fig1-296K-1e-5.Plast.csv,Khan2004
153,800.0,0.01,NN2001_Fig1c-800K-1e-2.Plast.csv,Nemat-Nasser2001
154,296.0,0.001,NN2001_Fig1b-296K-1e-3.Plast.csv,Nemat-Nasser2001
155,598.0,0.001,NN2001_Fig1b-598K-1e-3.Plast.csv,Nemat-Nasser2001
156,800.0,0.01,NN2001_Fig1d-800K-1e-2.Plast.csv,Nemat-Nasser2001
157,296.0,0.01,NN2001_Fig1c-296K-1e-2.Plast.csv,Nemat-Nasser2001
158,77.0,1900.0,NN2001_Fig1a-77K-1900.Plast.csv,Nemat-Nasser2001
159,296.0,0.01,NN2001_Fig1d-296K-2000(1).Plast.csv,Nemat-Nasser2001
160,296.0,0.01,NN2001_Fig1d-296K-1e-2.Plast.csv,Nemat-Nasser2001
161,998.0,3700.0,NN2001_Fig1a-998K-3700.Plast.csv,Nemat-Nasser2001
162,296.0,2000.0,NN2001_Fig1b-296K-2000.Plast.csv,Nemat-Nasser2001
163,700.0,0.01,NN2001_Fig1c-700K-1e-2.Plast.csv,Nemat-Nasser2001
164,1000.0,0.01,NN2001_Fig1c-1000K-1e-2.Plast.csv,Nemat-Nasser2001
165,600.0,0.01,NN2001_Fig1d-600K-1e-2.Plast.csv,Nemat-Nasser2001
166,798.0,3100.0,NN2001_Fig1a-798K-3100.Plast.csv,Nemat-Nasser2001
167,600.0,0.01,NN2001_Fig1c-600K-1e-2.Plast.csv,Nemat-Nasser2001
168,296.0,2000.0,NN2001_Fig1d-296K-2000(2).Plast.csv,Nemat-Nasser2001
169,296.0,6000.0,NN2001_Fig1b-296K-6000.Plast.csv,Nemat-Nasser2001
170,598.0,2700.0,NN2001_Fig1a-598K-2700.Plast.csv,Nemat-Nasser2001
171,296.0,1900.0,NN2001_Fig1a-296K-1900.Plast.csv,Nemat-Nasser2001
172,500.0,0.01,NN2001_Fig1c-500K-1e-2.Plast.csv,Nemat-Nasser2001
173,296.0,5100.0,NN2001_Fig1d-296K-5100.Plast.csv,Nemat-Nasser2001
